id,manchete,f1,f2,f3
3301,"Famílias de baixa e de alta renda entram mais endividadas em 2023, mostra CNC","Tanto famílias de baixa quanto de alta renda ficaram mais endividadas em 2023, conforme a Pesquisa de Endividamento e Inadimplência do Consumidor (Peic) divulgada pela CNC.","Os números de janeiro indicam aumento na inadimplência, especialmente entre os mais pobres, com 17,4% inadimplentes e 44,5% atrasando dívidas por mais de 90 dias, atingindo o maior nível desde 2020.","Apesar do crescimento no endividamento, o cenário econômico, com mercado de trabalho positivo e inflação moderada, contribuiu para a desaceleração da inadimplência ao longo de 2022, refletindo um esforço dos consumidores para pagar suas dívidas em dia."
3302,"Agenda internacional de SP vai andar junto com a federal, diz secretário de Tarcísio","São Paulo busca atrair mais de R$ 100 bilhões em investimentos internacionais, principalmente na área de infraestrutura, alinhando sua estratégia com os planos do governo federal e o fortalecimento do Mercosul.","O secretário Lucas Ferraz destacou a importância de criar sinergias entre os níveis estadual e federal, além de promover desburocratização e redução de impostos para impulsionar o crescimento econômico do estado.","Os esforços incluem a ampliação de escritórios internacionais, projetos de privatizações e concessões, além de ações para facilitar o comércio exterior e ampliar a participação de São Paulo no mercado global."
3303,Presidente da Caixa diz que Desenrola deve ser lançado até o fim de fevereiro,"A presidente da Caixa, Rita Serrano, anunciou que o programa de renegociação de dívidas Desenrola deve ser lançado até o final de fevereiro, com possíveis medidas a serem apresentadas ao Congresso Nacional.","O foco do programa é atender famílias de baixa renda, especialmente aquelas com renda de até dois salários mínimos, por meio de recursos públicos e fundo garantidor.","O ministro da Fazenda, Fernando Haddad, destacou a intenção de reestruturar a vida de milhões de brasileiros negativados, incluindo uma possível reunião com o presidente Lula para apresentar oficialmente o programa."
3304,Governadores afirmam que governo federal irá compensar estados pelas perdas com redução do ICMS,"Após reunião com o ministro da Fazenda, governadores anunciaram que o governo federal irá compensar as perdas de arrecadação com o ICMS ocorridas em 2022 de forma parcelada, ainda sem definição de valores, prazos ou formas de pagamento.","A medida busca reparar o impacto da redução do ICMS sobre combustíveis, energia elétrica e telecomunicações, aprovada em 2022, que gerou divergências entre os valores estimados pelos governadores e pelo governo federal.","A negociação também envolve possibilidades de benefícios para estados com dívidas com a União, enquanto outros podem optar por não quitar parte dessas dívidas."
3305,Para que serve a autonomia do Banco Central?,"Desde sua sanção em 2021, a lei que garante autonomia ao Banco Central busca proteger a instituição de influências políticas e assegurar a estabilidade de preços, além de melhorar a credibilidade e a previsibilidade da política monetária.","Especialistas destacam que essa autonomia é fundamental para controlar a inflação, evitar pressões governamentais e manter a confiança do mercado, especialmente em momentos de crise, como a pandemia.","No entanto, o Banco Central ainda presta contas ao Congresso e sua independência não equivale a autonomia total na definição de metas, sendo uma ferramenta importante para a condução técnica da política monetária."
3306,"AGU entrará na Justiça contra cláusulas da privatização da Eletrobras, diz Lula","O presidente Lula afirmou que a Advocacia-Geral da União entrará na Justiça contra cláusulas consideradas ""leoninas"" no processo de privatização da Eletrobras, que dificultam a reestatização da empresa.","Ele criticou a estrutura do processo, apontando privilégios para investidores e destacando que o governo possui apenas 10% das ações, apesar de deter 40% do capital, além de denunciar altos salários de diretores e conselheiros.",Lula concluiu que a privatização foi prejudicial aos interesses do povo brasileiro e ressaltou a necessidade de o país compreender melhor os detalhes do processo.
3307,"BNDES vai apresentar propostas para novo arcabouço fiscal, diz Mercadante","O novo presidente do BNDES, Aloizio Mercadante, afirmou que o banco está elaborando um projeto de novo arcabouço fiscal, com proposta pronta até março e debate envolvendo economistas internacionais.","Ele também anunciou a preparação de um projeto de lei para mudanças no banco, incluindo a redução de juros, zerar o IOF e acabar com repasses de dividendos à União, sem subsídios do Tesouro.","Além disso, Mercadante destacou negociações com a China e defendeu o presidente Lula em relação às críticas à política de juros e à independência do Banco Central."
3308,Lula volta a se contrapor a mercado e chama privatizações de 'irresponsabilidade',"O presidente Lula criticou as privatizações e reforçou suas diferenças com o mercado financeiro, destacando a importância do desenvolvimento social e investimentos em áreas como saúde e educação.",Ele afirmou que o mercado muitas vezes não demonstra sensibilidade às crises sociais e que é necessário construir uma narrativa contrária àquela do mercado para avançar em pautas de interesse do governo.,"Lula também anunciou a intenção de formar uma maioria no Congresso para aprovar reformas, como a tributária, visando melhorar a vida da população brasileira."
3309,"Se dados continuarem mais fortes, certamente Fed poderá elevar juros, diz Powell","O presidente do Federal Reserve, Jerome Powell, afirmou que, se os dados econômicos dos EUA continuarem indicando força, o banco central poderá elevar ainda mais as taxas de juros.","Ele destacou que a política monetária ainda não está suficientemente restritiva para atingir a meta de inflação de 2%, prevendo que a redução significativa da inflação deve levar pelo menos até 2024.","Powell também ressaltou a força do mercado de trabalho e a necessidade de manter uma postura restritiva por um período, apesar dos sinais iniciais de desinflação em alguns setores."
3310,"Com juros atuais, consumidores têm saído do mercado, diz Anfavea","A direção da Anfavea afirmou que o alto custo dos financiamentos, influenciado pelos juros elevados, tem reduzido a demanda por veículos no mercado brasileiro.","Apesar de um crescimento de 12,9% nas vendas de janeiro em relação ao mesmo período de 2022, o setor atribui esse resultado à base fraca de comparação e à crise de oferta anterior, destacando que a demanda atual apresenta sinais de desaceleração devido às altas taxas de juros.","A entidade ressaltou que o mercado enfrenta mais dificuldades na demanda do que na produção, e que o crescimento obtido não atingiu as expectativas do setor."
3311,Diesel continua mais caro do que fora e abre espaço para redução diz Abicom,"O preço médio do diesel no Brasil permanece acima do valor praticado no mercado internacional, devido a fatores como demanda fraca no hemisfério norte, estabilização no Golfo do México e câmbio.","A Associação Brasileira dos Importadores de Combustíveis (Abicom) aponta que a Petrobras poderia reduzir o preço do diesel em R$ 0,60 por litro para alinhar-se à paridade de mercado, enquanto a gasolina está mais próxima dessa referência.","O Centro Brasileiro de Infraestrutura (Cbie) estima uma defasagem de aproximadamente 14% para o diesel e 8,86% para a gasolina, influenciada por oscilações nos preços do petróleo e indicadores econômicos dos EUA."
3312,Campos Neto: autonomia visa separar ciclo de política monetária do ciclo político,"Roberto Campos Neto defendeu a autonomia do Banco Central, destacando que ela permite desvincular o ciclo de política monetária do ciclo político, aumentando a eficiência e reduzindo custos para a população.","Ele ressaltou a importância de aprimorar o legado de gestões anteriores, especialmente na área de inovação, e afirmou que a moeda digital (CBDC) será fundamental para integrar a agenda tecnológica, promovendo inclusão financeira e competição.","Campos Neto também destacou que os bancos já estão aproveitando os benefícios do Pix para oferecer novos produtos e reduzir custos, acelerando a transformação do sistema financeiro."
3313,"Petrobras anuncia redução de R$ 0,40 no preço do diesel","A Petrobras anunciou uma redução de R$ 0,40 no preço do diesel vendido em suas refinarias, a primeira mudança de tabela neste ano, com validade a partir de 8 de fevereiro.","A medida, alinhada à queda nos mercados internacionais e à gestão do novo presidente Jean Paul Prates, busca equilibrar os preços internos e evitar a volatilidade do mercado.","Apesar da redução nas refinarias, o preço final ao consumidor varia conforme margens de lucro, tributos e composição do biodiesel, refletindo a complexidade do mercado de combustíveis no Brasil."
3314,"Ata do Copom veio ""mais amigável"", diz Haddad sobre BC","O ministro da Fazenda, Fernando Haddad, afirmou que a ata do Copom divulgada nesta terça-feira apresentou uma postura mais amigável em relação aos próximos passos na política monetária, destacando maior análise e reconhecimento dos esforços fiscais do governo.","Ele reforçou a importância da coordenação entre política fiscal e monetária e anunciou que o novo arcabouço fiscal deve ser divulgado em abril, além de discutir medidas para melhorar o ambiente de crédito e revisar a desoneração de impostos sobre combustíveis.","Apesar das críticas à manutenção da taxa Selic em 13,75%, o governo busca fortalecer a base fiscal e alinhar as ações econômicas diante das projeções de inflação acima da meta para 2023."
3315,"Nota do Copom podia ser mais generosa com as medidas que já tomamos, diz Haddad","O ministro da Fazenda, Fernando Haddad, afirmou que o Banco Central poderia ter sido mais generoso ao sinalizar incertezas fiscais no comunicado do Copom, herdando uma situação delicada do governo anterior.",Ele destacou que o governo Lula está tomando medidas para equilibrar as contas públicas e que a política fiscal e monetária devem atuar de forma coordenada.,"Haddad também reforçou que a indicação de nomes para as diretorias do Banco Central é prerrogativa do presidente Lula, sendo baseada em nomes técnicos apresentados pelo governo e pelo próprio BC."
3316,Lula volta a atacar política monetária do BC e critica juros altos,"O presidente Lula criticou a política monetária do Banco Central, alegando que a alta dos juros é resultado de uma cultura de juros elevados no país e questionando a justificativa do Copom para a manutenção da Selic em 13,75%.","Ele também condenou a substituição da TJLP pela TLP, defendendo maior atuação do BNDES no financiamento de longo prazo e cobrando uma postura mais crítica do empresariado em relação aos juros altos.","Lula ainda destacou a necessidade de reajustes salariais reais e criticou a austeridade fiscal, reforçando a importância de ações que enfrentem a dívida social do país."
3317,Mercadante assume BNDES e fala em mudar TLP e em elevar crédito à indústria,"Aloizio Mercadante assumiu a presidência do BNDES e sinalizou possíveis mudanças na Taxa de Longo Prazo (TLP), que atualmente está acima do custo da dívida pública e penaliza pequenas e médias empresas.","Ele destacou a necessidade de reverter a queda nos desembolsos do banco, reforçando o foco na reindustrialização, exportações e apoio às empresas de menor porte, sem retomar subsídios fiscais.","Lula afirmou que o BNDES nunca financiou países amigos de forma indevida e defendeu a atuação do banco como ""Eximbank"", fortalecendo o financiamento ao comércio exterior e às exportações brasileiras."
3318,"Após Copom, mercado adia no Focus previsão de 1º corte da Selic para novembro","O Banco Central decidiu manter a taxa Selic em 13,75% ao ano pela quarta vez consecutiva, adiando o primeiro corte de juros de setembro para novembro devido às incertezas fiscais e à desancoragem das expectativas de inflação.","As projeções do mercado indicam uma redução gradual da Selic para 13,00% em novembro e 12,50% ao final do ano, enquanto as expectativas de inflação continuam elevadas, impactando o custo do crédito e os investimentos.","O BC reforçou seu compromisso com as metas de inflação, mesmo diante de críticas políticas, e ajustou suas projeções para 2023 e 2024, considerando cenários de estabilidade e de redução da Selic."
3319,"Boletim Focus: IPCA para 2023 sobe de 5,74% a 5,78%","O Banco Central manteve a taxa Selic em 13,75% ao ano, indicando que provavelmente será necessário prolongar esse patamar além de setembro devido às incertezas fiscais e à desancoragem das expectativas inflacionárias.","As projeções do Boletim Focus apontam para uma inflação oficial acima do teto da meta em 2023 e uma leve alta na expectativa de juros para 2025, além de estabilidade na estimativa de crescimento do PIB em 2024.","Apesar das perspectivas de inflação e juros mais elevadas, as estimativas para o câmbio e o déficit em conta corrente permanecem relativamente estáveis, refletindo um cenário de maior cautela na política monetária e fiscal do país."
3320,Lula avalia elevar isenção do IR a dois mínimos em 2023,"O presidente Lula avalia ampliar a faixa de isenção do Imposto de Renda para quem ganha até dois salários mínimos, atualmente em R$ 1.903, visando beneficiar os trabalhadores de menor renda.","A medida, que pode gerar uma perda de arrecadação de cerca de R$ 10 bilhões, depende de negociações na reforma tributária e enfrenta limitações pelo princípio de anterioridade, podendo entrar em vigor somente em 2024.","Especialistas sugerem que a mudança pode reduzir a carga tributária para as faixas mais baixas, desde que seja implementada de forma a minimizar o impacto na arrecadação do governo."
3321,Atuação mais forte do BNDES pode afetar eficácia da Selic contra inflação,"A retomada de uma estratégia de fortalecimento do BNDES, com aumento do volume de recursos subsidiados, pode reduzir a eficácia da política monetária ao limitar o poder do Banco Central de controlar a inflação.",Autoridades e ex-diretores do BC alertam que essa ampliação pode exigir juros reais mais altos e impactar a transmissão da política monetária na economia.,"O governo e o banco buscam alternativas, como captações internacionais e ajustes na taxa de juros, para equilibrar o fortalecimento do BNDES sem comprometer o controle inflacionário."
3322,Lula avalia reajustar faixa de isenção do IR para quem ganha até 2 salários mínimos,"O governo Lula avalia editar uma medida provisória para elevar a faixa de isenção do Imposto de Renda para o equivalente a dois salários mínimos, com anúncio previsto para 1º de maio, junto com o aumento do salário mínimo para R$ 1.320.","A proposta inclui duas opções de reajuste na tabela do IR, uma que atualizaria toda a tabela e outra que beneficiaria apenas quem ganha até dois salários mínimos, visando antecipar uma promessa de campanha.","A medida faz parte de uma estratégia do governo para promover uma agenda positiva no Dia do Trabalhador e estimular o crescimento econômico, sem ferir o teto de gastos."
3323,Febraban convoca setor privado a construir novo arcabouço fiscal com governo,"O presidente da Febraban, Isaac Sidney, destacou a necessidade de o setor privado contribuir com sugestões para a elaboração de uma nova âncora fiscal e avançar nas reformas tributária, administrativa e do ambiente de negócios no Brasil.","Ele ressaltou que o país enfrenta um crescimento medíocre e que ações concretas são essenciais para melhorar a eficiência do Estado, reduzir custos de crédito e promover estabilidade macroeconômica.","Sidney concluiu que a atuação conjunta de empresários e governo, aliada à estabilidade institucional e à defesa da democracia, é fundamental para o retorno ao crescimento sustentável."
3324,"Pressionada pela inflação, Argentina aprova a emissão de cédulas de 2 mil pesos","A Argentina anunciou a emissão de uma nova cédula de 2 mil pesos, equivalente a US$ 10,25 no câmbio oficial, para melhorar a operação de caixas eletrônicos e facilitar transferências de dinheiro.","A medida, aprovada pelo Banco Central após pressão de setores comerciais, visa também homenagear figuras importantes na medicina argentina, como Cecilia Grierson e Ramón Carrillo.",A emissão ocorre em um contexto de alta inflação de 95% no ano passado e de preocupação com o volume crescente de cédulas em circulação no país.
3325,EUA cria 517 mil vagas em janeiro e desemprego é o menor em 53 anos,"Os Estados Unidos criaram 517 mil vagas não-agrícolas em janeiro, superando as expectativas e contribuindo para a redução da taxa de desemprego para 3,4%, o menor em 53 anos.","O mercado reagiu ao aumento salarial de 4,4% ao ano, elevando as expectativas de que o Federal Reserve possa aumentar os juros de forma mais agressiva para conter a inflação.","No Brasil, o Ibovespa recuou diante dos resultados do payroll e do cenário doméstico, enquanto o Banco Central manteve a taxa Selic em 13,75%, aguardando possíveis ajustes futuros."
3326,Produção industrial cai em 2022 e fecha o ano abaixo do pré-pandemia,"A indústria brasileira fechou 2022 com uma queda de 0,7%, permanecendo em níveis similares aos de janeiro de 2009 e 2,2% abaixo do período pré-pandemia.","A retração foi influenciada principalmente pela queda na indústria extrativa, alta dos juros, inflação e precarização do mercado de trabalho, apesar de alguns segmentos, como produtos derivados do petróleo, apresentarem crescimento.","O setor industrial mostrou recuperação parcial no início do ano, mas perdeu força no segundo semestre devido às condições econômicas adversas."
3327,"Recessão no Reino Unido será mais suave que previsões indicam, diz membro do BoE","O vice-presidente para Mercados e Bancos do Banco da Inglaterra, Dave Ramsden, afirmou que a recessão no Reino Unido será mais suave do que as previsões indicam.","Durante a coletiva, o BoE anunciou uma alta de 50 pontos-base na taxa básica de juros e destacou a importância das previsões para a tomada de decisão, além de considerar os choques econômicos.","Ramsden também mencionou que a inflação dos alimentos deve se dissipar com o tempo, reforçando a expectativa de estabilização econômica."
3328,"Com manutenção da Selic em 13,75%, Brasil continua com a maior taxa de juros real do mundo","O Brasil mantém a primeira posição no ranking de juros reais entre 40 países, com uma taxa de 7,38% após a manutenção da Selic em 13,75%.","Apesar de a taxa estar menor do que em momentos recentes, a projeção de inflação para os próximos 12 meses elevou a expectativa de inflação oficial para 2023 para 5,75%.","O movimento global de aperto monetário, aliado às perspectivas de aumento na arrecadação e à desaceleração da inflação, deve influenciar as políticas econômicas do país nos próximos meses."
3329,"Copom mantém Selic em 13,75% pela quarta reunião consecutiva","O Comitê de Política Monetária do Banco Central manteve a taxa Selic em 13,75% ao ano na sua primeira reunião de 2023, alinhando-se às expectativas do mercado.","A decisão ocorre no mesmo dia em que o Fed elevou os juros nos Estados Unidos em 0,25 ponto percentual, marcando uma ""Super Quarta"" nos mercados brasileiros.","As projeções indicam uma possível redução da Selic ao longo do ano, embora riscos fiscais e incertezas políticas possam influenciar essa trajetória."
3330,Balança comercial tem maior superávit para janeiro desde 2006,"A balança comercial do Brasil iniciou 2023 com o maior superávit para meses de janeiro em 17 anos, impulsionada pelo aumento das exportações de milho, petróleo e commodities agrícolas.","As exportações cresceram 11,7% em relação ao mesmo período do ano anterior, enquanto as importações apresentaram leve queda em volume, mas aumento nos preços médios, refletindo a desaceleração econômica e a valorização de alguns produtos.","Apesar do bom desempenho, a Secretaria de Comércio Exterior não divulgou uma estimativa oficial para o saldo do ano, mas o mercado projeta um superávit de aproximadamente US$ 57,6 bilhões em 2023."
3331,Pressão do governo coloca à prova política do Banco Central para juros,"O Banco Central enfrenta pressões internas e externas para manter a taxa básica de juros em 13,75%, diante do aumento das expectativas de inflação e críticas ao atual patamar da Selic.","Economistas indicam que o BC deve manter os juros elevados por mais tempo, com projeções de que a taxa só comece a diminuir em setembro de 2023, devido à inflação contratada e às dificuldades fiscais.","O comunicado do Copom deve reforçar a preocupação com a inflação e a sustentabilidade fiscal, indicando uma postura cautelosa na política monetária."
3332,Adesão ao Programa Litígio Zero começa nesta quarta-feira,"A partir de 1º de março, os contribuintes podem aderir ao Programa de Redução de Litigiosidade Fiscal, conhecido como Litígio Zero, até 31 de março, por meio do e-CAC.","O programa permite a renegociação de dívidas tributárias com descontos variáveis, dependendo do valor e do perfil do contribuinte, além de extinguir recursos de ofício no Carf para valores abaixo de R$ 15 milhões.",A iniciativa visa aliviar a carga de processos na Receita Federal e contribuir para a recomposição do caixa do governo em 2023.
3333,Adesão ao Programa Litígio Zero começa nesta quarta-feira,"A partir de 1º de março, contribuintes podem aderir ao Programa de Redução de Litigiosidade Fiscal, conhecido como Litígio Zero, até 31 de março, por meio do e-CAC.","O programa permite a renegociação de dívidas tributárias com descontos variáveis, dependendo do valor e do perfil do contribuinte, além de extinguir recursos de ofício no Carf para valores abaixo de R$ 15 milhões.",A iniciativa visa aliviar a carga de processos na Receita Federal e contribuir para a recomposição do caixa do governo em 2023.
3334,Mercadante diz que convidou Febraban para discutir ajustes na TLP,"O presidente do BNDES, Aloizio Mercadante, anunciou a intenção de discutir ajustes na Taxa de Longo Prazo (TLP) com a Febraban, visando tornar os empréstimos a micro e pequenas empresas mais flexíveis.","Ele também destacou a possibilidade de retorno à concessão de créditos de até 2% do PIB de forma gradual e abordou o programa Desenrola, que garantirá crédito a pessoas de menor renda com o apoio do governo.","Mercadante afirmou que essas medidas visam reduzir a inadimplência e o spread bancário, além de avançar na tramitação do marco legal das garantias para o setor financeiro."
3335,"Lula desperdiçou chance de cortar juros, diz Henrique Meirelles","Henrique Meirelles aconselhou o presidente Lula a evitar falar sobre taxas de juros, destacando que suas declarações têm gerado incertezas no mercado e prejudicado a expectativa de cortes na Selic.","Ele afirmou que a autonomia do Banco Central, garantida por lei, é fundamental para a política monetária e criticou a tentativa de questionar essa independência, alertando para o risco de mudanças nas metas de inflação.","Para 2024, Meirelles defende a manutenção do regime atual e a continuidade da política de controle da inflação, ressaltando a importância de reformas fiscais e de gastos públicos para o crescimento sustentável do país."
3336,"'Precisamos verificar por que o Brasil tem juros tão altos', diz Alckmin","Geraldo Alckmin afirmou que o governo busca entender as razões por trás dos juros altos no Brasil, que atualmente estão em 13,75% ao ano, e pretende atuar para reduzi-los por meio de desburocratização, digitalização e acordos.","O setor de supermercados, que enfrenta a maior taxa de juros real do mundo, recebeu apoio do governo para avançar na agenda legislativa voltada à geração de empregos e ao estímulo ao consumo.","O governo também planeja uma reforma tributária para simplificar impostos e reduzir custos de produção, com foco em promover emprego, renda e maior consumo da população."
3337,"Reforma tributária prevê redução de impostos para indústria, afirma Haddad em encontro com Febraban","O ministro da Fazenda, Fernando Haddad, afirmou que a reforma tributária proposta pelo governo deve incluir a redução de impostos para alguns setores e que o Congresso está preparado para votá-la, visando melhorar a transparência e combater a regressividade do sistema tributário.","Ele destacou também a importância de avançar na discussão sobre o novo arcabouço fiscal, que trará maior segurança e previsibilidade às atividades econômicas, além de abordar a oferta de crédito barato no país.","Haddad ressaltou a necessidade de ações para reduzir os juros e ampliar o acesso ao crédito, essenciais para estimular o crescimento econômico e a retomada dos investimentos."
3338,"PIB de Portugal cresceu 6,7% em 2022, o maior nível em 35 anos","O PIB de Portugal cresceu 6,7% em 2022, o maior aumento em 35 anos, impulsionado principalmente pelo setor de turismo, exportações e redução das importações.","O crescimento ocorreu após uma recessão histórica de 8,3% em 2020 devido à pandemia de covid-19, e foi considerado um sinal positivo de recuperação econômica pelo governo.","Para 2023, as projeções indicam um crescimento de aproximadamente 1,3% a 1,5%, mantendo um cenário de estabilidade e geração de emprego."
3339,"Reino Unido será única economia do G7 a entrar em recessão em 2023, e Rússia vai voltar a crescer","O Reino Unido será o único país do G7 a entrar em recessão em 2023, com previsão de contração de 0,6%, devido ao aumento dos juros e restrições de gastos.","Enquanto isso, a economia russa deve encerrar o ano com leve crescimento de 0,3%, após uma contração de 2,2% em 2022, contrariando previsões anteriores de nova contração.","As projeções do FMI indicam uma melhora geral na economia global e no desempenho de países como a Rússia, enquanto o Reino Unido enfrenta desafios econômicos internos."
3340,Economia da zona do euro cresceu mais rápido que China e EUA em 2022,"A economia da zona do euro cresceu 3,5% em 2022, superando China e Estados Unidos, em um cenário atípico causado pelos efeitos da pandemia.","Dados indicam que, pela primeira vez desde 1974, a região apresentou um crescimento mais forte do que as duas maiores economias globais, que tiveram desaceleração significativa.","Especialistas destacam que fatores como custos de energia e a guerra na Ucrânia influenciaram esse padrão, que é considerado anormal pelo Banco Central Europeu."
3341,FMI vê 2023 como 'ponto de inflexão' para a economia global; Brasil vai crescer mais que o previsto,"O Fundo Monetário Internacional (FMI) revisou suas projeções de crescimento global para 2023, elevando a expectativa de 2,7% para 2,9%, impulsionada pelo consumo nos Estados Unidos e pela reabertura da China.","Para o Brasil, a previsão de crescimento foi ajustada de 1% para 1,2% neste ano, com uma expectativa de 1,5% para 2024, embora as taxas de juros e a crise na Ucrânia continuem pesando sobre a economia.","Apesar das melhorias nas projeções, o FMI alertou que a inflação global deve desacelerar para 6,6% em 2023, ainda acima dos níveis de 2022, indicando um cenário de recuperação gradual."
3342,Copom inicia primeira reunião do ano avaliando manutenção da Selic,"O Comitê de Política Monetária do Banco Central iniciou hoje sua primeira reunião do ano para definir a taxa básica de juros, a Selic, que deve permanecer em 13,75% ao ano até meados de 2023, segundo expectativas de mercado.","As projeções de inflação têm aumentado devido a fatores como a alta nos preços de alimentos e incertezas políticas, levando o BC a manter a taxa elevada como instrumento de controle.","A decisão do Copom será divulgada amanhã, enquanto o ritmo de aperto monetário nos Estados Unidos também influencia as estratégias do Banco Central brasileiro."
3343,Fundo Garantidor do Fies receberá aporte de R$ 500 milhões,"O Fundo Garantidor do Fies (FG-Fies) receberá R$ 500 milhões da União para cobrir possíveis calotes no financiamento estudantil, conforme portaria do Ministério da Fazenda.","Além disso, o governo autorizou o Banco Regional de Desenvolvimento do Extremo Sul (BRDE) a obter um empréstimo de US$ 50 milhões do BID, com garantias do governo federal e do Rio Grande do Sul, para financiar o Programa Emergencial de Mitigação dos Efeitos Econômicos do Coronavírus.",A operação visa fornecer crédito subsidiado para apoiar negócios afetados pela pandemia de covid-19 na região Sul do país.
3344,"Pix como crédito vai ser lançado neste ano, diz Haddad","O ministro da Fazenda, Fernando Haddad, anunciou que o Pix com função de crédito deve ser lançado pelo Banco Central em 2023, possivelmente até o meio do ano.","Ele destacou que, após reunião com Roberto Campos Neto, foi solicitado ao Executivo que destrave pautas burocráticas que estavam paradas, com previsão de encaminhamento ao Congresso em até 15 dias.","Haddad também afirmou que medidas para melhorar o ambiente de negócios e aumentar a concorrência bancária estão em andamento, com encaminhamento previsto até março."
3345,Haddad defende fortalecimento do Mercosul para melhorar a capacidade de negociação,"O ministro da Fazenda, Fernando Haddad, afirmou que o Brasil deve fortalecer o Mercosul e integrar mais países ao bloco, como a Bolívia, para ampliar sua capacidade de negociação internacional.",Ele destacou a importância de avançar para uma zona de livre comércio entre os membros e considerou o acordo com a China negociado pelo Uruguai como uma oportunidade favorável para o país.,"Haddad também ressaltou que projetos como o gasoduto de Vaca Muerta devem ser discutidos sem dogmatismo, indicando que a construção do gasoduto pode ocorrer sem recursos públicos."
3346,"Reformas terão ""alta intensidade"" no novo governo, afirma Haddad","O ministro da Fazenda, Fernando Haddad, afirmou que as reformas terão alta intensidade no novo governo e destacou a receptividade do Congresso à agenda do Executivo.",Ele anunciou a retomada de iniciativas de democratização do crédito e reforçou a importância da aprovação da reforma tributária e de um novo arcabouço fiscal para a estabilidade econômica e a reindustrialização.,Haddad também ressaltou que o governo não reonerou o IPI e criticou a falta de vontade política do governo anterior para aprovar a reforma tributária.
3347,"Dívida bruta do governo fica em 73,5% do PIB em dezembro, menor patamar desde 2017","A dívida bruta do Brasil em relação ao PIB fechou 2022 em 73,5%, a menor desde julho de 2017, refletindo uma redução de 4,8 pontos percentuais no ano.","O resultado foi impulsionado pelo crescimento do PIB nominal, resgates líquidos de dívida e a incorporação de juros, além de ações do governo como a pressão sobre o BNDES para devolver empréstimos.","O país também registrou superávit de R$ 54,9 bilhões no setor público central e de R$ 126 bilhões no setor público consolidado, indicando melhora na situação fiscal."
3348,Reforma tributária: veja as propostas paradas no Congresso,"O governo federal pretende enviar ao Congresso uma primeira fase da reforma tributária, focada na simplificação da tributação sobre o consumo, baseada em propostas de emenda à Constituição (PEC 45/2019 e PEC 110/2019).","Essas propostas preveem a unificação de tributos, como o substituto do PIS, Cofins, IPI, ICMS e ISS, com mudanças na arrecadação e na distribuição de receitas entre União, estados e municípios, além de estabelecer prazos de transição de até 20 anos.","A reforma também inclui alterações nos impostos sobre patrimônio e consumo, além de discutir a tributação de dividendos e a faixa de isenção do imposto de renda, com o objetivo de simplificar o sistema e promover maior progressividade."
3349,"Boletim Focus: PIB e IPCA sobem, enquanto selic se mantém estável","As projeções de inflação para 2023 e 2024 aumentaram no Boletim Focus, refletindo incertezas fiscais e a surpresa com o IPCA-15 de janeiro, que ficou acima das estimativas.","Apesar da manutenção da taxa Selic em 13,75%, as expectativas indicam que a inflação oficial continuará acima do teto da meta em 2023 e acima do centro em 2024, enquanto as projeções para o crescimento do PIB permanecem estáveis.","O cenário fiscal também mostra melhora marginal nas estimativas de déficit primário e dívida pública, embora o governo trabalhe com uma previsão de rombo menor do que a inicialmente prevista."
3350,Prates aposta em novo fundo para frear preço de combustível,"O novo presidente da Petrobras, Jean Paul Prates, propõe a criação de um fundo de estabilização de preços, com foco na redução da volatilidade dos combustíveis, especialmente o diesel.","A iniciativa, que já foi aprovada no Senado em 2022, deve ser retomada na Câmara em fevereiro, e visa oferecer preços mais estáveis ao consumidor sem prejudicar produtores e importadores, além de ampliar a capacidade de refino da estatal a médio prazo.","Especialistas sugerem que o modelo de estabilização seja limitado ao diesel, devido à sua alta proporção de importação, e que o fundo seja direcionado aos caminhoneiros, enquanto a equipe econômica do governo anterior era contrária à medida."
3351,Empresas se preparam para nova onda de consumo popular,"Empresas de diversos setores estão ajustando seus produtos para atender às classes C, D e E, impulsionadas por expectativas de retomada do consumo popular, apoiadas por medidas governamentais como o reajuste do salário mínimo e o possível fim do IPI para eletrodomésticos.","Apesar dos obstáculos, como inflação, juros altos e aumento da inadimplência, o potencial de mercado dessas camadas permanece relevante, com estimativa de renda disponível de R$ 665,5 bilhões em 2024.","O otimismo é reforçado pelo discurso do governo de priorizar o consumo popular, embora especialistas alertem para a necessidade de fatores externos favoráveis para que esse cenário se concretize de forma sustentável."
3352,"Após erro no fluxo cambial, BC deve reforçar checagens, dizem especialistas","O Banco Central revelou um erro na compilação de dados sobre o fluxo cambial de 2021 e 2022, que resultou em revisões nas importações e no saldo cambial total.","Especialistas afirmam que, apesar do valor envolvido, o impacto no mercado é limitado devido às altas reservas cambiais do país e à natureza operacional do problema.","O BC deve reforçar procedimentos de checagem para evitar ocorrências semelhantes no futuro, mantendo a credibilidade das estatísticas econômicas brasileiras."
3353,"Petróleo reverte ganhos e fecha em queda, com incertezas e dólar em alta",Os contratos futuros de petróleo fecharam em baixa após dados dos Estados Unidos reforçarem incertezas econômicas e o fortalecimento do dólar.,"Apesar das oscilações e preocupações com uma possível recessão, especialistas indicam que os preços do petróleo ainda podem subir devido a fatores como a próxima reunião da Opep e a decisão do Federal Reserve.",A expectativa de redução na produção russa e discussões sobre limite de preço para o petróleo da Rússia também influenciam o mercado internacional.
